Date,GOOGL,AMZN
2024-01-03,0.005428197364134135,-0.00973782115920796
2024-01-04,-0.01821192713058517,-0.026267891590348702
2024-01-05,-0.004839154512849997,0.00463442024626004
2024-01-08,0.02291322486181291,0.026576703830634596
2024-01-09,0.015197410762250785,0.015224607114340927
2024-01-10,0.009435708687802746,0.015590940651907248
2024-01-11,-0.0014055972593502997,0.009432101662268044
2024-01-12,0.004011899477933234,-0.0036086969005325598
2024-01-16,-0.0011215394350154728,-0.009442449238027617
2024-01-17,-0.007158422048358815,-0.009467203666572499
2024-01-18,0.014207897249259638,0.011798781932089941
2024-01-19,0.02021203886843126,0.011986946826648914
2024-01-22,-0.0026643476857065584,-0.003604979862209201
2024-01-23,0.007191985308731885,0.008011406531487353
2024-01-24,0.011289553038372313,0.005447960655367012
2024-01-25,0.02131797201934038,0.005609771850602074
2024-01-26,0.002107104955302974,0.008684596622424712
2024-01-29,0.008673531898581555,0.01344896590822775
2024-01-30,-0.013354026933751206,-0.014014601164705653
2024-01-31,-0.07500357044254591,-0.023899390262627773
2024-02-01,0.007566166344308511,0.026288672108771616
2024-02-02,0.008642727064359867,0.07866649218561839
2024-02-05,0.009130341385319651,-0.008730574595861018
2024-02-06,0.00292321735941381,-0.00681113075414308
2024-02-07,0.009993033553715058,0.008158468416245013
2024-02-08,0.0025423039912693124,-0.004046223223746481
2024-02-09,0.021177411618527486,0.02714319777292107
2024-02-12,-0.009865646430769592,-0.012095159915523457
2024-02-13,-0.016200187042353154,-0.021469171561243172
2024-02-14,0.005512022356762625,0.013875689909627953
2024-02-15,-0.02172123664494885,-0.006901349311422389
2024-02-16,-0.01575968994419974,-0.0017079419299743659
2024-02-20,0.004269715326765011,-0.01433539469369316
2024-02-21,0.010133300947122281,0.00903755380828164
2024-02-22,0.010803320721418652,0.035530017339574504
2024-02-23,-0.0009023374287131514,0.0023485144793740087
2024-02-26,-0.04438709125835916,-0.0014858549486425066
2024-02-27,0.009522376993217785,-0.006810521779339163
2024-02-28,-0.018001263538086065,-0.0021896371944472026
2024-02-29,0.015251561418619275,0.02078996747858297
2024-03-01,-0.009533505049538649,0.00825982552183624
2024-03-04,-0.02763605833294258,-0.003591063770984282
2024-03-05,-0.005099342516049488,-0.01948421375262155
2024-03-06,-0.00957245463471501,-0.0035033346396604603
2024-03-07,0.022678560263730496,0.019076784751165476
2024-03-08,0.007664974991230311,-0.008313545751684748
2024-03-11,0.01668990895401068,-0.019332758891648982
2024-03-12,0.006029134652499213,0.019946455814511488
2024-03-13,0.009313918958563372,0.0066708374081581034
2024-03-14,0.023678377491971325,0.012403729449981915
2024-03-15,-0.013417334259652858,-0.024223786467438835
2024-03-18,0.046040620814388644,0.00034398325434925603
2024-03-19,-0.004401282630935199,0.00813845829732096
2024-03-20,0.011630182241451292,0.012791359170393646
2024-03-21,-0.0076642139844158574,0.0
2024-03-22,0.021476737842332394,0.0040415450203241665
2024-03-25,-0.004642716543266978,0.004696213001679439
2024-03-26,0.003998106284281988,-0.007845994154095037
2024-03-27,0.0013272248451425828,0.008581036192426339
2024-03-28,0.00039790483017920764,0.0030584610251771505
2024-04-01,0.03021273529048707,0.003270852211551434
2024-04-02,-0.005981203289473824,-0.0015472110151306673
2024-04-03,0.00232923613397773,0.009519072430478559
2024-04-04,-0.028337238813173737,-0.013212014767422287
2024-04-05,0.013087132638551324,0.028166707356770848
2024-04-08,0.015409720130968418,0.0006483768975988902
2024-04-09,0.01130147149629801,0.002591909504893186
2024-04-10,-0.002937572964072155,0.0015080453603608657
2024-04-11,0.020942840167072152,0.016671181255133227
2024-04-12,-0.010538865335251613,-0.015445639364236818
2024-04-15,-0.018195599623458625,-0.013485250630092094
2024-04-16,-0.0029704800842225154,-0.001633742516860992
2024-04-17,0.006930081299840962,-0.011128128209780819
2024-04-18,0.0034733045684063324,-0.011363622972558218
2024-04-19,-0.012307034167381548,-0.02561096030926935
2024-04-22,0.014212440475726895,0.014888568814227066
2024-04-23,0.012669707223137872,0.01303389727631088
2024-04-24,0.005497385558139722,-0.016430862529557833
